INFO 2025-11-03 10:42:24,139 autoreload Watching for file changes with StatReloader
INFO 2025-11-04 22:23:32,417 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:24:03,054 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:24:03,173 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:24:06,218 basehttp "GET /supplier/supplier-orders/ HTTP/1.1" 200 21229
INFO 2025-11-04 22:24:07,320 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:24:07,378 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:24:07,766 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:24:07,794 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:24:10,334 basehttp "GET /supplier/supplier-orders/5/ HTTP/1.1" 200 21771
INFO 2025-11-04 22:24:10,922 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:24:10,964 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:24:11,088 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:24:11,151 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:24:51,540 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:24:51,557 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:25:15,182 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:25:15,187 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:31:10,467 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:31:10,537 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:31:11,615 basehttp "GET /supplier/supplier-orders/5/ HTTP/1.1" 200 19292
INFO 2025-11-04 22:31:12,629 basehttp "GET /static/css/style.css HTTP/1.1" 200 6690
INFO 2025-11-04 22:31:12,730 basehttp "GET /static/css/mobile-enhancements.css HTTP/1.1" 200 8515
INFO 2025-11-04 22:31:12,755 basehttp "GET /static/img/raise_logo.png HTTP/1.1" 200 18039
INFO 2025-11-04 22:31:14,047 basehttp "GET /static/js/notifications.js HTTP/1.1" 200 10080
INFO 2025-11-04 22:31:14,460 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
WARNING 2025-11-04 22:31:14,581 log Not Found: /favicon.ico
WARNING 2025-11-04 22:31:14,676 basehttp "GET /favicon.ico HTTP/1.1" 404 27041
INFO 2025-11-04 22:31:14,725 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:31:14,744 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:31:14,774 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:31:22,543 basehttp "GET /supplier/supplier-orders/ HTTP/1.1" 200 21229
INFO 2025-11-04 22:31:23,242 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:31:23,288 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:31:23,347 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:31:23,422 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:31:58,859 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:31:59,026 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:32:04,571 basehttp "GET /supplier/buyers/ HTTP/1.1" 200 16399
INFO 2025-11-04 22:32:05,562 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:32:05,574 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:32:06,388 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:32:06,441 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:32:06,616 basehttp "GET /supplier/profile/ HTTP/1.1" 200 31377
INFO 2025-11-04 22:32:07,356 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:32:07,374 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:32:07,515 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:32:07,562 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:32:25,105 basehttp "GET /supplier/dashboard/ HTTP/1.1" 200 20561
INFO 2025-11-04 22:32:25,833 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:32:25,872 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:32:26,539 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:32:27,104 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:32:28,132 basehttp "GET /supplier/inventory/ HTTP/1.1" 200 19461
INFO 2025-11-04 22:32:28,768 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:32:28,874 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:32:28,884 basehttp "GET /api/notifications/ HTTP/1.1" 200 659
INFO 2025-11-04 22:32:29,147 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:32:30,888 basehttp "GET /logout/ HTTP/1.1" 302 0
INFO 2025-11-04 22:32:30,948 basehttp "GET / HTTP/1.1" 200 28945
INFO 2025-11-04 22:32:34,956 basehttp "GET /login/ HTTP/1.1" 200 7293
INFO 2025-11-04 22:32:41,600 basehttp "POST /login/ HTTP/1.1" 302 0
INFO 2025-11-04 22:32:41,822 basehttp "GET /owner/dashboard/ HTTP/1.1" 200 27272
INFO 2025-11-04 22:32:44,018 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:32:44,119 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:32:44,553 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:32:44,676 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:32:44,708 basehttp "GET /owner/inventory/ HTTP/1.1" 200 16998
INFO 2025-11-04 22:32:45,309 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:32:45,330 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:32:45,475 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:32:45,540 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:32:47,865 basehttp "GET /owner/dashboard/ HTTP/1.1" 200 27272
INFO 2025-11-04 22:32:49,298 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:32:49,315 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:32:49,848 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:32:49,963 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:32:50,462 basehttp "GET /owner/supplier-orders/ HTTP/1.1" 200 23268
INFO 2025-11-04 22:32:51,300 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:32:51,481 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:32:51,546 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:32:51,620 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:32:55,907 basehttp "GET /owner/supplier-orders/5/ HTTP/1.1" 200 22888
INFO 2025-11-04 22:32:56,557 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:32:56,578 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:32:56,637 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:32:56,646 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:32:59,318 basehttp "GET /owner/supplier-orders/ HTTP/1.1" 200 23268
INFO 2025-11-04 22:33:00,220 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:33:00,238 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:33:00,432 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:33:00,445 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:33:29,472 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:33:29,477 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:39:29,704 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:39:29,754 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:39:32,116 basehttp "GET /owner/supplier-orders/ HTTP/1.1" 200 24014
INFO 2025-11-04 22:39:33,432 basehttp "GET /static/css/style.css HTTP/1.1" 200 6690
INFO 2025-11-04 22:39:33,462 basehttp "GET /static/css/mobile-enhancements.css HTTP/1.1" 200 8515
INFO 2025-11-04 22:39:33,497 basehttp "GET /static/img/raise_logo.png HTTP/1.1" 200 18039
INFO 2025-11-04 22:39:33,939 basehttp "GET /static/js/notifications.js HTTP/1.1" 200 10080
INFO 2025-11-04 22:39:35,519 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:39:35,577 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:39:35,664 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
WARNING 2025-11-04 22:39:35,728 log Not Found: /favicon.ico
INFO 2025-11-04 22:39:35,732 basehttp "GET /api/messages/ HTTP/1.1" 200 35
WARNING 2025-11-04 22:39:35,763 basehttp "GET /favicon.ico HTTP/1.1" 404 27041
INFO 2025-11-04 22:39:39,162 basehttp "GET /owner/dashboard/ HTTP/1.1" 200 27272
INFO 2025-11-04 22:39:40,218 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:39:40,297 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:39:41,893 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:39:41,920 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:39:42,204 basehttp "GET /owner/inventory/ HTTP/1.1" 200 16998
INFO 2025-11-04 22:39:42,805 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:39:42,809 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:39:43,378 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:39:43,391 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:40:05,860 basehttp "GET /owner/supplier-orders/ HTTP/1.1" 200 24014
INFO 2025-11-04 22:40:09,126 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:40:09,275 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:40:11,138 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:40:11,365 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:40:18,811 basehttp "GET /owner/supplier-orders/1/ HTTP/1.1" 200 22436
INFO 2025-11-04 22:40:19,404 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:40:19,426 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:40:19,520 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:40:19,556 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:40:42,097 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:40:42,104 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:40:43,715 basehttp "GET /owner/inventory/ HTTP/1.1" 200 16998
INFO 2025-11-04 22:40:44,411 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:40:44,434 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:40:44,646 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:40:44,705 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:40:51,923 basehttp "GET /owner/supplier-orders/ HTTP/1.1" 200 24014
INFO 2025-11-04 22:40:52,649 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:40:52,686 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:40:52,892 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:40:52,990 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:40:57,645 basehttp "GET /owner/suppliers/ HTTP/1.1" 200 17921
INFO 2025-11-04 22:40:58,313 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:40:58,350 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:40:58,460 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:40:58,488 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:04,252 basehttp "GET /owner/supplier-orders/ HTTP/1.1" 200 24014
INFO 2025-11-04 22:41:04,783 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:05,183 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:06,551 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:06,834 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:08,921 basehttp "GET /owner/browse-products/ HTTP/1.1" 200 19305
INFO 2025-11-04 22:41:09,392 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:09,396 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:09,814 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:09,831 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:12,902 basehttp "GET /owner/supplier-product/1/ HTTP/1.1" 200 24249
INFO 2025-11-04 22:41:13,636 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:13,646 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:13,958 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:13,974 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:19,046 basehttp "GET /owner/browse-products/ HTTP/1.1" 200 19305
INFO 2025-11-04 22:41:19,921 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:19,934 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:20,181 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:20,214 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:22,562 basehttp "GET /owner/supplier-product/2/ HTTP/1.1" 200 27430
INFO 2025-11-04 22:41:23,163 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:23,188 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:23,340 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:23,387 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:42,514 basehttp "POST /owner/supplier-product/2/ HTTP/1.1" 302 0
INFO 2025-11-04 22:41:42,674 basehttp "GET /owner/supplier-orders/ HTTP/1.1" 200 25398
INFO 2025-11-04 22:41:43,845 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:43,848 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:44,293 basehttp "GET /api/messages/ HTTP/1.1" 200 35
INFO 2025-11-04 22:41:44,375 basehttp "GET /api/notifications/ HTTP/1.1" 200 298
INFO 2025-11-04 22:41:46,946 basehttp "GET /logout/ HTTP/1.1" 302 0
INFO 2025-11-04 22:41:47,365 basehttp "GET / HTTP/1.1" 200 28945
INFO 2025-11-04 22:41:50,726 basehttp "GET /login/ HTTP/1.1" 200 7293
INFO 2025-11-04 22:41:57,212 basehttp "POST /login/ HTTP/1.1" 302 0
INFO 2025-11-04 22:41:57,487 basehttp "GET /supplier/dashboard/ HTTP/1.1" 200 21408
INFO 2025-11-04 22:41:58,074 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:41:58,209 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:41:59,242 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:41:59,442 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:42:02,559 basehttp "GET /notifications/ HTTP/1.1" 200 30934
INFO 2025-11-04 22:42:03,186 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:42:03,192 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:42:03,312 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:42:03,315 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:42:07,157 basehttp "GET /supplier/supplier-orders/6/ HTTP/1.1" 200 20068
INFO 2025-11-04 22:42:07,718 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:42:07,753 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:42:07,822 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:42:07,849 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:42:14,887 basehttp "GET /supplier/order/6/verify-payment/ HTTP/1.1" 200 18200
INFO 2025-11-04 22:42:15,429 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:42:15,433 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:42:15,539 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:42:15,545 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:42:20,982 basehttp "POST /supplier/order/6/verify-payment/ HTTP/1.1" 302 0
INFO 2025-11-04 22:42:21,128 basehttp "GET /supplier/supplier-orders/6/ HTTP/1.1" 200 20056
INFO 2025-11-04 22:42:21,828 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:42:21,939 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:42:22,321 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:42:22,322 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:42:25,926 basehttp "GET /supplier/supplier-orders/6/update-status/ HTTP/1.1" 200 22166
INFO 2025-11-04 22:42:26,962 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:42:27,006 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:42:27,291 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:42:27,308 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:42:56,181 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:42:56,240 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:43:26,157 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:43:26,162 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:43:44,823 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:43:45,130 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:44:52,594 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:44:52,735 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:45:00,198 basehttp "GET /supplier/supplier-orders/6/ HTTP/1.1" 200 19913
INFO 2025-11-04 22:45:02,074 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:45:02,167 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:45:03,055 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:45:03,415 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:45:06,702 basehttp "GET /supplier/supplier-orders/ HTTP/1.1" 200 22663
INFO 2025-11-04 22:45:07,206 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:45:07,456 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:45:07,590 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:45:07,854 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:45:36,911 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:45:37,065 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:46:06,769 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:46:06,833 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:48:27,376 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:48:27,388 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:48:29,966 basehttp "GET /supplier/inventory/ HTTP/1.1" 200 19461
INFO 2025-11-04 22:48:31,467 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:48:31,480 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:48:31,634 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:48:31,698 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:48:35,701 basehttp "GET /supplier/supplier-orders/ HTTP/1.1" 200 22663
INFO 2025-11-04 22:48:36,625 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:48:36,678 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:48:37,115 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:48:37,131 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:49:01,755 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:49:01,757 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:49:04,369 basehttp "GET /supplier/inventory/ HTTP/1.1" 200 19461
INFO 2025-11-04 22:49:05,072 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:49:05,124 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:49:05,190 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:49:05,290 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:49:09,080 basehttp "GET /supplier/supplier-orders/ HTTP/1.1" 200 22663
INFO 2025-11-04 22:49:11,138 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:49:11,281 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:49:11,578 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:49:11,657 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:49:15,083 basehttp "GET /supplier/inventory/ HTTP/1.1" 200 19461
INFO 2025-11-04 22:49:16,109 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:49:16,118 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:49:16,250 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 22:49:16,318 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 22:56:20,218 autoreload C:\Users\comaa\Desktop\Raise\myproject\myapp\supplier_views.py changed, reloading.
INFO 2025-11-04 22:57:08,924 autoreload Watching for file changes with StatReloader
INFO 2025-11-04 23:02:47,186 autoreload C:\Users\comaa\Desktop\Raise\myproject\myapp\supplier_views.py changed, reloading.
INFO 2025-11-04 23:03:12,764 autoreload Watching for file changes with StatReloader
INFO 2025-11-04 23:06:23,328 autoreload C:\Users\comaa\Desktop\Raise\myproject\myapp\supplier_views.py changed, reloading.
INFO 2025-11-04 23:06:57,808 autoreload Watching for file changes with StatReloader
INFO 2025-11-04 23:39:40,050 autoreload C:\Users\comaa\Desktop\Raise\myproject\myapp\supplier_views.py changed, reloading.
INFO 2025-11-04 23:41:30,612 autoreload Watching for file changes with StatReloader
INFO 2025-11-04 23:47:19,116 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 23:47:19,591 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 23:47:24,137 basehttp "GET /supplier/profile/ HTTP/1.1" 200 31377
INFO 2025-11-04 23:47:37,402 basehttp "GET /static/css/mobile-enhancements.css HTTP/1.1" 200 8515
INFO 2025-11-04 23:47:38,608 basehttp "GET /static/css/style.css HTTP/1.1" 200 6690
INFO 2025-11-04 23:47:38,726 basehttp "GET /static/img/raise_logo.png HTTP/1.1" 200 18039
INFO 2025-11-04 23:47:42,496 basehttp "GET /static/js/notifications.js HTTP/1.1" 200 10080
INFO 2025-11-04 23:47:50,341 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 23:47:50,679 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 23:47:51,732 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 23:47:52,382 basehttp "GET /api/messages/ HTTP/1.1" 200 166
WARNING 2025-11-04 23:47:52,697 log Not Found: /favicon.ico
WARNING 2025-11-04 23:47:52,730 basehttp "GET /favicon.ico HTTP/1.1" 404 27041
INFO 2025-11-04 23:48:13,713 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 23:48:13,898 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 23:48:44,771 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 23:48:44,922 basehttp "GET /api/messages/ HTTP/1.1" 200 166
INFO 2025-11-04 23:49:03,175 basehttp "GET /supplier/inventory/ HTTP/1.1" 200 19461
INFO 2025-11-04 23:49:07,611 basehttp "GET /api/notifications/ HTTP/1.1" 200 895
INFO 2025-11-04 23:49:08,589 basehttp "GET /api/messages/ HTTP/1.1" 200 166
